movieid,title,cluster_no
77364,"Losers, The",6
77414,"Last Song, The",12
77421,Cyrus,10
77427,"Human Centipede, The (First Sequence)",2
77455,Exit Through the Gift Shop,7
77561,Iron Man 2,13
77667,MacGruber,7
77688,Three Men and a Cradle (3 hommes et un couffin),7
77709,"Sky Crawlers, The (Sukai kurora)",0
77795,Cargo,15
77798,"Nightmare on Elm Street, A",2
77800,Four Lions,1
77841,St Trinian's 2: The Legend of Fritton's Gold,7
77846,12 Angry Men,9
77866,Robin Hood,3
77881,Lovers & Leavers (Kuutamolla),12
77893,Merantau,0
77931,Stingray Sam,7
78034,Cemetery Junction,10
78039,Blue Valentine,12
78041,Killers,7
78088,Buried,5
78103,Shake Hands with the Devil,0
78105,Prince of Persia: The Sands of Time,3
78116,Please Give,1
78142,Baarìa,1
78160,Ricky Gervais Live: Animals,7
78174,Sex and the City 2,10
78209,Get Him to the Greek,7
78218,Unthinkable,6
78264,"Back-up Plan, The",11
78266,Splice,15
78316,Letters to Juliet,12
78349,Exam,5
78467,Jonah Hex,6
78469,"A-Team, The",14
78499,Toy Story 3,17
78544,Ricky Gervais Live 3: Fame,7
78574,Winter's Bone,6
78620,"Scalphunters, The",7
78626,Barking Dogs Never Bite (Flandersui gae),7
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter),17
78703,TiMER,10
78746,Best Worst Movie,8
78772,"Twilight Saga: Eclipse, The",5
78836,Enter the Void,0
78893,"Last Airbender, The",3
78959,Endgame,0
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy,8
79008,South Park: Imaginationland,17
79057,Predators,14
79073,When You're Strange,8
79091,Despicable Me,17
79132,Inception,16
79134,Grown Ups,7
79139,"Sorcerer's Apprentice, The",17
79185,Knight and Day,11
79224,"Karate Kid, The",0
79242,"Kids Are All Right, The",1
79251,"Serbian Film, A (Srpski film)",2
79259,Cherrybomb,6
79274,Batman: Under the Red Hood,14
79293,Salt,14
79299,"No. 1 Ladies' Detective Agency, The",7
79333,Watch Out for the Automobile (Beregis avtomobilya),11
79357,Mr. Nobody,12
79428,Dinner for Schmucks,7
79501,Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka),9
79536,Hellsinki (Rööperi),8
79553,Ip Man 2,14
79572,Ramona and Beezus,7
79590,"Rebound, The",11
79592,"Other Guys, The",7
79677,"Two Escobars, The",8
79684,Paper Man,1
79695,"Expendables, The",3
79702,Scott Pilgrim vs. the World,11
79798,I Killed My Mother (J'ai tué ma mère),0
79868,Heartless,2
79879,Piranha (Piranha 3D),2
79895,"Extraordinary Adventures of Adèle Blanc-Sec, The",3
79897,Get Low,1
79946,"Joneses, The",1
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),13
80094,"Last Exorcism, The",2
80124,Sisters (Syostry),16
80126,"American, The",6
80139,Jackass 2.5,7
80162,"Horde, The (La Horde)",2
80166,"Switch, The",11
80219,Machete,16
80241,Going the Distance,11
80363,Resident Evil: Afterlife,15
80454,Princess (Prinsessa),0
80463,"Social Network, The",0
80478,"Man Vanishes, A (Ningen Johatsu)",0
80489,"Town, The",9
80549,Easy A,11
80551,Eat Pray Love,12
80553,Howl,0
80572,I'm Still Here,1
80584,"Patrik Age 1.5 (Patrik 1,5)",10
80586,Flipped,10
80590,Wall Street: Money Never Sleeps,0
80615,Legend of the Guardians: The Owls of Ga'Hoole,4
80693,It's Kind of a Funny Story,1
80727,Middle Men,1
80748,Alice in Wonderland,4
80831,Let Me In,0
80834,Sintel,4
80839,Secretariat,0
80846,Devil,2
80858,You Again,7
80860,Life as We Know It,11
80862,Catfish,8
80864,You Will Meet a Tall Dark Stranger,11
80880,Stone,6
80906,Inside Job,8
80917,Monsters,0
80969,Never Let Me Go,12
81018,"Illusionist, The (L'illusionniste)",8
81087,Luck by Chance,0
81132,Rubber,16
81156,Jackass 3D,7
81158,Restrepo,8
81191,Waiting for 'Superman',8
81229,Red,7
81257,In a Better World (Hævnen),0
81383,Heartbreaker (L'Arnacoeur),11
81417,Paranormal Activity 2,2
81456,Heartbeats (Les amours imaginaires),12
81512,Hereafter,0
81520,Undisputed III: Redemption,16
81535,Saw VII 3D - The Final Chapter,2
81537,Due Date,7
81562,127 Hours,6
81564,Megamind,17
81591,Black Swan,6
81681,I Shot Jesse James,12
81782,Unstoppable,6
81784,Morning Glory,10
81786,Certified Copy (Copie conforme),0
81788,"Next Three Days, The",9
81791,Somewhere,0
81819,Biutiful,0
81831,"First Beautiful Thing, The (La prima cosa bella)",1
81834,Harry Potter and the Deathly Hallows: Part 1,3
81845,"King's Speech, The",0
81847,Tangled,17
81910,"Art of the Steal, The",8
81932,"Fighter, The",0
81949,"Romantics, The",10
82041,"Loved Ones, The",2
82053,Casino Jack,7
82088,Vincent Wants to Sea (Vincent will meer),0
82093,London Boulevard,12
82095,Skyline,15
82152,Beastly,12
82167,Love and Other Drugs,10
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",4
82202,"Tourist, The",6
82242,Rare Exports: A Christmas Tale (Rare Exports),7
82366,Hatchet II,2
82378,All Good Things,6
82459,True Grit,8
82461,Tron: Legacy,13
82499,How Do You Know,10
82527,Barney's Version,0
82534,"Company Men, The",0
82641,"One-Armed Swordsman, The (Dubei dao)",0
82667,I Saw the Devil (Akmareul boatda),5
82684,Trash Humpers,0
82744,Faster,16
82765,Little Big Soldier (Da bing xiao jiang),3
82767,Rabbit Hole,0
82848,One Week,7
82852,Little Fockers,7
82854,Gulliver's Travels,17
82857,Sweetgrass,8
83086,Burlesque,12
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti)",4
83134,Tucker & Dale vs Evil,7
83177,Yogi Bear,7
83270,Made in Dagenham,1
83349,"Green Hornet, The",16
83369,"Way Back, The",0
83374,"Warrior's Way, The",14
83480,Season of the Witch,0
83601,Amer,0
83613,Cowboys & Aliens,14
83796,Anything for Her (Pour elle),9
83803,Day & Night,4
83827,Marwencol,8
83910,"Dilemma, The",1
83969,Down Argentine Way,10
83976,"Trip, The",1
84152,Limitless,15
84156,Happy People: A Year in the Taiga,8
84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),14
84189,I Spit on Your Grave,5
84240,Even the Rain (También la lluvia),0
84246,It Happened on Fifth Avenue,11
84273,Zeitgeist: Moving Forward,8
84374,No Strings Attached,11
84392,"Lincoln Lawyer, The",9
84414,All-Star Superman,13
84512,Girls About Town,7
84523,Kill! (Kiru),1
84553,Pekka ja Pätkä salapoliiseina,7
84601,Unknown,6
84615,Cedar Rapids,7
84637,Gnomeo & Juliet,17
84696,Burke and Hare,7
84716,Castaway on the Moon (Kimssi pyoryugi),10
84772,Paul,13
84799,"Asphyx, The",15
84844,Brother 2 (Brat 2),9
84847,Emma,10
84942,Drive Angry,14
84944,Rango,17
84950,Take Me Home Tonight,1
84952,Confessions (Kokuhaku),0
84954,"Adjustment Bureau, The",15
85020,"Mechanic, The",6
85022,Hall Pass,7
85025,"Eagle, The",0
85056,I Am Number Four,14
85131,Battle: Los Angeles,14
85179,Summer Wars (Samâ wôzu),17
85213,"Sunset Limited, The",0
85259,Winnie the Pooh and the Honey Tree,4
85261,Mars Needs Moms,17
85295,Scooby-Doo! Curse of the Lake Monster,17
85316,Winnie the Pooh and Tigger Too,4
85334,Hard Ticket to Hawaii,7
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),16
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1),16
85367,Just Go with It,11
85394,Cave of Forgotten Dreams,8
85397,Red Riding Hood,2
85399,"Big Mommas: Like Father, Like Son",7
85401,Super,1
85412,"Troll Hunter, The (Trolljegeren)",2
85414,Source Code,6
85438,Jane Eyre,12
85510,Sucker Punch,14
85565,Chalet Girl,11
85736,BURN-E,4
85774,Senna,8
85780,Family Guy Presents: It's a Trap,7
85788,Insidious,2
85796,Hobo with a Shotgun,16
85881,Win Win,1
85885,Room in Rome (Habitación en Roma),12
86000,Boy,1
86014,Diary of a Wimpy Kid: Rodrick Rules,7
86028,Henry's Crime,7
86059,Hop,17
86066,Playing the Victim (Izobrazhaya zhertvu),7
86068,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad),2
86142,13 Assassins (Jûsan-nin no shikaku),14
86190,Hanna,3
86237,Connections,8
86279,Into Eternity,8
86286,Daffy Duck's Quackbusters,17
86290,American: The Bill Hicks Story,7
86293,Arthur,7
86295,Scream 4,2
86298,Rio,17
86320,Melancholia,0
86332,Thor,3
86345,Louis C.K.: Hilarious,7
86347,Louis C.K.: Chewed Up,7
86355,Atlas Shrugged: Part 1,0
86377,Louis C.K.: Shameless,7
86487,Mildred Pierce,0
86504,Voices from the List,8
86548,Water for Elephants,12
86593,African Cats,8
86628,Kill the Irishman,16
86644,"Fast Five (Fast and the Furious 5, The)",16
86668,Louis Theroux: Law & Disorder,8
86721,Idiots and Angels,0
86781,Incendies,0
86815,Soul Surfer,0
86817,Something Borrowed,10
86833,Bridesmaids,7
86835,Priest,15
86864,Mothra (Mosura),13
86880,Pirates of the Caribbean: On Stranger Tides,3
86882,Midnight in Paris,11
86892,The Man from Nowhere,16
86898,"Tree of Life, The",0
86911,"Hangover Part II, The",7
86922,Nothing to Declare (Rien à déclarer),7
86960,Across the Hall,5
87028,"Roommate, The",6
87192,Attack the Block,14
87194,The Way,1
87197,Let the Bullets Fly,7
87222,Kung Fu Panda 2,17
87232,X-Men: First Class,13
87234,Submarine,10
87287,American Grindhouse,8
87298,Everything Must Go,1
87304,Beginners,0
87306,Super 8,15
87413,Bernie,1
87430,Green Lantern,13
87444,Elektra Luxx,7
87483,Mr. Popper's Penguins,7
87485,Bad Teacher,7
87520,Transformers: Dark of the Moon,13
87522,Larry Crowne,10
87529,Your Highness,3
87660,Too Big to Fail,0
87785,Takers,16
87834,My Life as McDull (Mak dau goo si),1
87867,Zookeeper,7
87869,Horrible Bosses,7
87876,Cars 2,17
87960,Between the Folds,8
88069,Delhi Belly,7
88094,Upside Down: The Creation Records Story,8
88108,Monte Carlo,11
88125,Harry Potter and the Deathly Hallows: Part 2,3
88129,Drive,9
88140,Captain America: The First Avenger,13
88163,"Crazy, Stupid, Love.",10
88179,One Day,12
88235,"Guard, The",7
88267,Winnie the Pooh,17
88272,"Woman, The",2
88327,"New One-Armed Swordsman, The (Xin du bi dao)",0
88345,Mike's New Car,7
88356,"Smurfs, The",17
88405,Friends with Benefits,11
88448,Paper Birds (Pájaros de papel),1
88515,Blitz,16
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae)",9
88672,Our Idiot Brother,7
88697,SUBWAYStories: Tales from the Underground,0
88699,Death Race 2,14
88744,Rise of the Planet of the Apes,14
88746,Terri,7
88785,"Change-Up, The",7
88810,"Help, The",0
88812,30 Minutes or Less,16
88911,My Afternoons with Margueritte (La tête en friche),7
88932,Final Destination 5,2
88954,"Very Harold & Kumar 3D Christmas, A",7
89028,Don't Be Afraid of the Dark,2
89030,Fright Night,7
89039,Another Earth,12
89047,Hesher,0
89072,Stake Land,2
89085,"Debt, The",6
89087,Colombiana,3
89090,Bill Cunningham New York,8
89118,"Skin I Live In, The (La piel que habito)",0
89190,Conan the Barbarian,3
89208,Walled In,2
89281,Birdemic: Shock and Terror,5
89305,"Inbetweeners Movie, The",7
89343,Red State,16
89386,Pearl Jam Twenty,8
89388,I Don't Know How She Does It,7
89427,Shark Night 3D,2
89470,Contagion,15
89492,Moneyball,0
89580,Neds,0
89582,Cold Fish (Tsumetai nettaigyo),6
89586,Phineas and Ferb the Movie: Across the 2nd Dimension,4
89678,Northanger Abbey,12
89745,"Avengers, The",13
89753,Tinker Tailor Soldier Spy,6
89759,"Separation, A (Jodaeiye Nader az Simin)",0
89761,"Dangerous Method, A",6
89774,Warrior,0
89804,"Ides of March, The",0
89837,Kill List,2
89840,Killer Elite,14
89862,Bellflower,12
89864,50/50,1
89898,Generation P,1
89904,The Artist,10
89939,Gigi,7
89945,BlinkyTM,15
90057,Take Shelter,0
90243,Three Outlaw Samurai (Sanbiki no samurai),0
90245,Antonio Gaudí,8
90249,Real Steel,14
90343,Footloose,1
90345,"Thing, The",15
90353,Beautiful Boy,0
90357,Tyrannosaur,0
90374,Martha Marcy May Marlene,6
90376,We Need to Talk About Kevin,6
90384,Behind Enemy Lines II: Axis of Evil,14
90403,"Three Musketeers, The",3
90405,In Time,5
90428,Margaret,0
90430,Carnage,1
90439,Margin Call,6
90469,Paranormal Activity 3,2
90471,Puncture,0
90522,Johnny English Reborn,7
90524,Abduction,6
90528,This Must Be the Place,9
90531,Shame,0
90576,What's Your Number?,11
90600,Headhunters (Hodejegerne),16
90603,Batman: Year One,16
90630,Miss Representation,8
90647,Puss in Boots,17
90717,Tower Heist,16
90719,J. Edgar,0
90738,"Double, The",16
90746,"Adventures of Tintin, The",14
90769,Starsuckers,8
90809,Tomboy,0
90863,George Harrison: Living in the Material World,8
90866,Hugo,0
90888,Immortals,0
90890,Jack and Jill,7
90943,Into the Abyss,8
90945,"Sign of Four, The",9
91077,"Descendants, The",1
91079,Like Crazy,12
91094,"Muppets, The",7
91104,"Twilight Saga: Breaking Dawn - Part 1, The",12
91126,War Horse,0
91128,"Rum Diary, The",1
91233,Lifted,7
91261,Hipsters (Stilyagi),12
91266,Another Cinderella Story,11
91273,Bunraku,0
91323,"Sitter, The",7
91325,Extremely Loud and Incredibly Close,0
91337,Play the Game,11
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),17
91355,Asterix and the Vikings (Astérix et les Vikings),17
91386,Happy Feet Two,17
91414,Arthur Christmas,1
91470,Violet & Daisy,0
91483,Bullet to the Head,16
91485,"Expendables 2, The",3
91488,"Snowman, The",4
91500,The Hunger Games,13
91529,"Dark Knight Rises, The",3
91535,"Bourne Legacy, The",3
91542,Sherlock Holmes: A Game of Shadows,16
91571,Coriolanus,6
91622,Young Adult,1
91628,New Year's Eve,11
91630,Mission: Impossible - Ghost Protocol,3
91653,We Bought a Zoo,1
91658,"Girl with the Dragon Tattoo, The",6
91660,"Darkest Hour, The",15
91666,Last Holiday,10
91671,Alvin and the Chipmunks: Chipwrecked,7
91688,Salvation Boulevard,7
91690,Friends with Kids,7
91784,Girl Walks Into a Bar,1
91842,Contraband,16
91860,"Way South, The (De weg naar het zuiden)",8
91869,Being Elmo: A Puppeteer's Journey,8
91873,Joyful Noise,7
91890,"Iron Lady, The",0
91935,Albatross,0
91947,"Revenant, The",7
91974,Underworld: Awakening,2
91976,"Grey, The",0
91978,Man on a Ledge,5
91981,Sacrifice (Zhao shi gu er),0
92008,Haywire,14
92046,Contact High,7
92048,"Whistleblower, The",6
92094,Einstein and Eddington,0
92192,Apollo 18,15
92198,Seeking Justice,6
92234,Red Tails,3
92243,"Flowers of War, The (Jin líng shí san chai)",0
92259,Intouchables,1
92264,One for the Money,16
92309,"Innkeepers, The",2
92348,Puss in Boots (Nagagutsu o haita neko),17
92391,Grave Encounters,2
92420,Chronicle,14
92422,"Woman in Black, The",6
92427,Woman in Love (Rubbeldiekatz),7
92439,"Art of Getting By, The",12
92475,All Watched Over by Machines of Loving Grace,8
92494,Dylan Moran: Monster,7
92507,Safe House,16
92509,"Vow, The",12
92535,Louis C.K.: Live at the Beacon Theater,7
92637,Pitfall (Otoshiana),9
92643,Monsieur Lazhar,1
92665,"For a Good Time, Call...",10
92674,Janie Jones,0
92681,Journey 2: The Mysterious Island,13
92694,Perfect Sense,12
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki),4
92760,"Atomic Brain, The",15
92938,Ghost Rider: Spirit of Vengeance,14
92954,Prayers for Bobby,0
93006,"Very Potter Musical, A",7
93008,"Very Potter Sequel, A",7
93022,Miss Nobody,7
93040,"Civil War, The",8
93114,Ro.Go.Pa.G.,1
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",7
93139,Mega Shark vs. Crocosaurus,3
93193,Red Hill,5
93208,Mickey's The Prince and the Pauper,4
93242,Gone,6
93270,Project X,7
93272,Dr. Seuss' The Lorax,4
93287,"Big Year, The",7
93297,Act of Valor,14
93320,Trailer Park Boys,7
93326,This Means War,11
93363,John Carter,13
93443,Goon,1
93502,"Ledge, The",6
93510,21 Jump Street,16
93512,"Jeff, Who Lives at Home",1
93563,Lockout,14
93598,"Snowtown (Snowtown Murders, The)",9
93610,Space Battleship Yamato,3
93721,Jiro Dreams of Sushi,8
93723,Damsels in Distress,11
93740,Salmon Fishing in the Yemen,10
93766,Wrath of the Titans,3
93790,Detachment,0
93805,Iron Sky,14
93819,Absentia,2
93831,American Reunion (American Pie 4),7
93838,The Raid: Redemption,16
93840,"Cabin in the Woods, The",15
93855,God Bless America,1
93980,"Three Stooges, The",7
93982,"Raven, The",5
93988,North & South,12
94011,"Big Bang, The",14
94015,Mirror Mirror,17
94018,Battleship,14
94070,"Best Exotic Marigold Hotel, The",1
94122,Comic-Con Episode IV: A Fan's Hope,8
94130,Bully,8
94150,Hysteria,11
94160,Dante's Inferno: An Animated Epic,14
94262,"Atomic Submarine, The",15
94266,"Five-Year Engagement, The",11
94323,Think Like a Man,7
94325,"Lucky One, The",0
94405,Safe,16
94478,Dark Shadows,7
94494,96 Minutes,6
94503,"Decoy Bride, The",11
94661,Rocket Singh: Salesman of the Year,1
94677,"Dictator, The",7
94735,Walking with Monsters,8
94777,Men in Black III (M.III.B.) (M.I.B.³),14
94780,Snow White and the Huntsman,3
94799,Sound of My Voice,0
94810,Eva,0
94833,"Pirates! Band of Misfits, The",17
94864,Prometheus,15
94867,"Pact, The",2
94896,Bernie,1
94919,Inhale,6
94931,Take This Waltz,12
94953,Wanderlust,7
94959,Moonrise Kingdom,10
94985,Get the Gringo,16
95004,Superman/Doomsday,14
95067,"Thousand Words, A",1
95088,Safety Not Guaranteed,1
95105,Madagascar 3: Europe's Most Wanted,17
95135,Your Sister's Sister,1
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),4
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),4
95149,Superman/Batman: Public Enemies,14
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),4
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),13
95167,Brave,4
95170,Beauty and the Beast: The Enchanted Christmas,4
95175,Front of the Class,0
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),13
95193,Pocahontas II: Journey to a New World,4
95199,What to Expect When You're Expecting,10
95201,To Rome with Love,7
95207,Abraham Lincoln: Vampire Hunter,2
95218,First Position,8
95307,Rock of Ages,1
95309,Seeking a Friend for the End of the World,10
95311,Presto,17
95313,Jack-Jack Attack,17
95377,One Man Band,7
95441,Ted,7
95449,Magic Mike,12
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),3
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),3
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),3
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),3
95508,Cleanskin,9
95510,"Amazing Spider-Man, The",13
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),3
95543,Ice Age 4: Continental Drift,17
95558,Beasts of the Southern Wild,0
95583,Savages,9
95624,"Firm, The",0
95633,Spirit Camp,2
95654,Geri's Game,4
95690,Some Guy Who Kills People,7
95717,Treasure Island,8
95720,"Watch, The",7
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",4
95744,2 Days in New York,7
95761,Killer Joe,5
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),3
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),3
95796,Anaconda: The Offspring,15
95839,"Christmas Carol, A",0
95843,Goodbye Charlie,11
95858,For the Birds,17
95873,Ruby Sparks,11
95875,Total Recall,14
95939,"Angels' Share, The",1
95949,"Immature, The (Immaturi)",7
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),3
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),3
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),3
96020,Sidewalls (Medianeras),0
96079,Skyfall,3
96084,Hands Over the City (Le mani sulla città),0
96110,"Campaign, The",7
96114,Brake,5
96121,Hope Springs,1
96150,"Queen of Versailles, The",8
96281,ParaNorman,17
96283,Diary of a Wimpy Kid: Dog Days,7
96373,Broken,0
96411,6 Days to Air: The Making of South Park,8
96417,Premium Rush,14
96430,"Odd Life of Timothy Green, The",1
96432,Lawless,9
96448,Piranha 3DD (a.k.a. Piranha DD),7
96471,Prime Suspect 3,9
96488,Searching for Sugar Man,8
96518,Prime Suspect 6: The Last Witness,6
96520,Prime Suspect: The Lost Child,0
96530,Conception,11
96563,Paradise Lost 3: Purgatory,8
96567,"Words, The",12
96588,Pitch Perfect,7
96606,Samsara,8
96608,Runaway Brain,7
96610,Looper,16
96616,That's My Boy,7
96655,Robot & Frank,1
96691,Resident Evil: Retribution,15
96726,Lola Versus,11
96728,"Master, The",0
96737,Dredd,14
96811,End of Watch,9
96815,V/H/S,2
96821,"Perks of Being a Wallflower, The",12
96829,"Hunt, The (Jagten)",0
96832,Holy Motors,0
96861,Taken 2,16
96917,House at the End of the Street,2
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),11
96945,Love Lasts Three Years (L'amour dure trois ans),10
96964,"Tall Man, The",9
96975,LOL,10
97024,Rust and Bone (De rouille et d'os),12
97168,Marley,8
97172,Frankenweenie,7
97188,Sinister,2
97194,"Thing: Terror Takes Shape, The",8
97225,Hotel Transylvania,17
97230,Side by Side,8
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),16
97304,Argo,6
97306,Seven Psychopaths,7
97328,Liberal Arts,1
97470,Catch .44,6
97643,[REC]³ 3 Génesis,2
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),7
97701,Paranormal Activity 4,2
97742,Alex Cross,16
97752,Cloud Atlas,0
97757,'Hellboy': The Seeds of Creation,3
97785,Silent Hill: Revelation 3D,2
97836,Here Comes the Boom,7
97858,Mental,1
97860,Killing Them Softly,9
97866,"Imposter, The",8
97870,"Sessions, The (Surrogate, The)",0
97904,Smashed,1
97913,Wreck-It Ralph,7
97921,Silver Linings Playbook,1
97923,Flight,0
97936,Anna Karenina,0
97938,Life of Pi,0
97950,"Man with the Iron Fists, The",3
97988,"Bay, The",15
98061,Himizu,9
98083,Jackass 3.5,7
98122,Indie Game: The Movie,8
98124,"Batman: The Dark Knight Returns, Part 1",14
98154,Lincoln,0
98160,Nature Calls,7
98175,Vamps,11
98203,"Twilight Saga: Breaking Dawn - Part 2, The",12
98230,10 Years,10
98239,Red Dawn,14
98243,Rise of the Guardians,4
98279,"Fantastic Fear of Everything, A",7
98296,Deadfall,9
98361,Byzantium,6
98491,Paperman,11
98499,"Fearless Hyena, The (Xiao quan guai zhao)",7
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),7
98585,Hitchcock,0
98604,From Up on Poppy Hill (Kokuriko-zaka kara),12
98607,Redline,14
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing),16
98633,My Lucky Stars (Fuk sing go jiu),7
98697,"Money Money Money (L'aventure, c'est l'aventure)",7
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",7
98809,"Hobbit: An Unexpected Journey, The",4
98836,Hyde Park on Hudson,1
98908,How to Make Love to a Woman,11
98961,Zero Dark Thirty,6
99005,Fire with Fire,16
99007,Warm Bodies,11
99030,Wrong,1
99087,Playing for Keeps,11
99106,"Guilt Trip, The",7
99112,Jack Reacher,16
99114,Django Unchained,0
99117,This Is 40,0
99122,I Bought a Vampire Motorcycle,7
99130,Ice Cream Man,7
99145,"Impossible, The (Imposible, Lo)",6
99149,"Misérables, Les",12
99191,Campfire Tales,2
99415,Parental Guidance,7
99437,John Dies at the End,2
99532,"Misérables, Les",12
99574,Promised Land,0
99636,English Vinglish,1
99638,Fish Story (Fisshu sutôrî),7
99721,Texas Chainsaw 3D,2
99728,Gangster Squad,16
99750,"Iceman, The",9
99764,It's Such a Beautiful Day,1
99813,"Batman: The Dark Knight Returns, Part 2",14
99846,Everything or Nothing: The Untold Story of 007,8
99853,Codependent Lesbian Space Alien Seeks Same,11
99910,"Last Stand, The",16
99917,Upstream Color,15
99992,Shadow Dancer,9
100044,Human Planet,8
100068,Comme un chef,7
100083,Movie 43,7
100106,"Pervert's Guide to Ideology, The",8
100159,Sightseers,7
100163,Hansel & Gretel: Witch Hunters,2
100194,Jim Jefferies: Fully Functional (EPIX),7
100226,Why Stop Now,1
100277,Tabu,12
100302,Upside Down,12
100304,"Liability, The",14
100306,Angst ,0
100326,Stand Up Guys,7
100383,Side Effects,9
100390,Identity Thief,7
100397,"ABCs of Death, The",2
100487,Beautiful Creatures,12
100498,"Good Day to Die Hard, A",16
100507,21 and Over,7
100527,Safe Haven,12
100553,Frozen Planet,8
100556,"Act of Killing, The",8
100579,Universal Soldier: Day of Reckoning,14
100611,Escape from Planet Earth,17
100714,Before Midnight,12
100737,Snitch,6
100810,Dark Skies,15
100843,Oh Boy (A Coffee in Berlin),1
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),11
100906,Maniac Cop 2,2
101025,Jack the Giant Slayer,4
101070,Wadjda,0
101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott)",7
101074,"Legend of Sleepy Hollow, The",7
101076,G.I. Joe: Retaliation,13
101088,Stoker,6
101112,Oz the Great and Powerful,3
101142,"Croods, The",17
101283,"Incredible Burt Wonderstone, The",7
101360,"Call, The",6
101362,Olympus Has Fallen,14
101415,"First Time, The",10
101423,Mezzo Forte,7
101525,"Place Beyond the Pines, The",9
101529,"Brass Teapot, The",7
101531,Phil Spector,0
101577,"Host, The",3
101612,Admission,11
101739,Evil Dead,2
101741,Trance,5
101765,"Perfect Plan, A (Plan parfait, Un)",11
101864,Oblivion,13
101884,Dark Tide,6
101895,42,0
101962,Wolf Children (Okami kodomo no ame to yuki),4
101973,Disconnect,6
102007,"Invincible Iron Man, The",8
102025,Yongary: Monster from the Deep,15
102033,Pain & Gain,16
102058,Hulk Vs.,8
102066,Resolution,2
102070,Grabbers,15
102084,Justice League: Doom,14
102088,"Grandmaster, The (Yi dai zong shi)",0
102123,This Is the End,7
102125,Iron Man 3,14
102165,"English Teacher, The",1
102194,Mud,9
102217,Bill Hicks: Revelations,7
102278,Pawn,5
102338,Shaolin Temple (Shao Lin si),3
102378,Syrup,1
102407,"Great Gatsby, The",0
102445,Star Trek Into Darkness,13
102481,"Internship, The",7
102590,Darkon,8
102602,Mimino,7
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),7
102684,Only God Forgives,6
102686,"Hangover Part III, The",7
